scenario,corr_type,instance_file,n,obj_value,runtime
scenario 1,correlated,scen_1id_10_objs_1000_size_1550_sets_89_k_18_correlated.txt,1000,2602.0,4.32
scenario 1,correlated,scen_1id_10_objs_300_size_465_sets_77_k_20_correlated.txt,300,1271.0,0.07
scenario 1,correlated,scen_1id_10_objs_500_size_775_sets_83_k_20_correlated.txt,500,1767.0,0.42
scenario 1,correlated,scen_1id_10_objs_700_size_1085_sets_91_k_20_correlated.txt,700,2175.0,1.52
scenario 1,correlated,scen_1id_10_objs_800_size_1240_sets_94_k_18_correlated.txt,800,2342.0,2.04
scenario 1,correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_correlated.txt,1000,2602.0,4.07
scenario 1,correlated,scen_1id_1_objs_300_size_465_sets_74_k_20_correlated.txt,300,1174.0,0.07
scenario 1,correlated,scen_1id_1_objs_500_size_775_sets_78_k_20_correlated.txt,500,1732.0,0.46
scenario 1,correlated,scen_1id_1_objs_700_size_1085_sets_82_k_20_correlated.txt,700,2085.0,1.49
scenario 1,correlated,scen_1id_1_objs_800_size_1240_sets_93_k_18_correlated.txt,800,2332.0,2.09
scenario 1,correlated,scen_1id_2_objs_1000_size_1550_sets_96_k_18_correlated.txt,1000,2672.0,3.93
scenario 1,correlated,scen_1id_2_objs_300_size_465_sets_79_k_20_correlated.txt,300,1258.0,0.07
scenario 1,correlated,scen_1id_2_objs_500_size_775_sets_83_k_20_correlated.txt,500,1771.0,0.47
scenario 1,correlated,scen_1id_2_objs_700_size_1085_sets_102_k_20_correlated.txt,700,2282.0,1.31
scenario 1,correlated,scen_1id_2_objs_800_size_1240_sets_100_k_18_correlated.txt,800,2402.0,2.34
scenario 1,correlated,scen_1id_3_objs_1000_size_1550_sets_89_k_18_correlated.txt,1000,2602.0,5.40
scenario 1,correlated,scen_1id_3_objs_300_size_465_sets_76_k_20_correlated.txt,300,1215.0,0.08
scenario 1,correlated,scen_1id_3_objs_500_size_775_sets_84_k_20_correlated.txt,500,1776.0,0.47
scenario 1,correlated,scen_1id_3_objs_700_size_1085_sets_86_k_20_correlated.txt,700,2125.0,1.73
scenario 1,correlated,scen_1id_3_objs_800_size_1240_sets_92_k_18_correlated.txt,800,2317.0,2.49
scenario 1,correlated,scen_1id_4_objs_1000_size_1550_sets_90_k_18_correlated.txt,1000,2612.0,5.03
scenario 1,correlated,scen_1id_4_objs_300_size_465_sets_78_k_20_correlated.txt,300,1201.0,0.07
scenario 1,correlated,scen_1id_4_objs_500_size_775_sets_81_k_20_correlated.txt,500,1756.0,0.64
scenario 1,correlated,scen_1id_4_objs_700_size_1085_sets_82_k_20_correlated.txt,700,2085.0,1.86
scenario 1,correlated,scen_1id_4_objs_800_size_1240_sets_99_k_18_correlated.txt,800,2392.0,2.29
scenario 1,correlated,scen_1id_5_objs_1000_size_1550_sets_84_k_18_correlated.txt,1000,2542.0,5.23
scenario 1,correlated,scen_1id_5_objs_300_size_465_sets_75_k_20_correlated.txt,300,1199.0,0.07
scenario 1,correlated,scen_1id_5_objs_500_size_775_sets_83_k_20_correlated.txt,500,1778.0,0.48
scenario 1,correlated,scen_1id_5_objs_700_size_1085_sets_80_k_20_correlated.txt,700,2065.0,1.74
scenario 1,correlated,scen_1id_5_objs_800_size_1240_sets_91_k_18_correlated.txt,800,2312.0,2.30
scenario 1,correlated,scen_1id_6_objs_1000_size_1550_sets_91_k_18_correlated.txt,1000,2622.0,5.05
scenario 1,correlated,scen_1id_6_objs_300_size_465_sets_78_k_20_correlated.txt,300,1208.0,0.08
scenario 1,correlated,scen_1id_6_objs_500_size_775_sets_87_k_20_correlated.txt,500,1819.0,0.43
scenario 1,correlated,scen_1id_6_objs_700_size_1085_sets_92_k_20_correlated.txt,700,2180.0,1.48
scenario 1,correlated,scen_1id_6_objs_800_size_1240_sets_87_k_18_correlated.txt,800,2272.0,2.48
scenario 1,correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_correlated.txt,1000,2672.0,4.52
scenario 1,correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_correlated.txt,300,1235.0,0.06
scenario 1,correlated,scen_1id_7_objs_500_size_775_sets_83_k_20_correlated.txt,500,1779.0,0.47
scenario 1,correlated,scen_1id_7_objs_700_size_1085_sets_88_k_20_correlated.txt,700,2145.0,1.68
scenario 1,correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_correlated.txt,800,2253.0,2.72
scenario 1,correlated,scen_1id_8_objs_1000_size_1550_sets_93_k_18_correlated.txt,1000,2642.0,4.82
scenario 1,correlated,scen_1id_8_objs_300_size_465_sets_76_k_20_correlated.txt,300,1242.0,0.08
scenario 1,correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_correlated.txt,500,1775.0,0.47
scenario 1,correlated,scen_1id_8_objs_700_size_1085_sets_88_k_20_correlated.txt,700,2145.0,1.59
scenario 1,correlated,scen_1id_8_objs_800_size_1240_sets_81_k_18_correlated.txt,800,2212.0,2.57
scenario 1,correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_correlated.txt,1000,2562.0,5.14
scenario 1,correlated,scen_1id_9_objs_300_size_465_sets_74_k_20_correlated.txt,300,1171.0,0.08
scenario 1,correlated,scen_1id_9_objs_500_size_775_sets_82_k_20_correlated.txt,500,1768.0,0.57
scenario 1,correlated,scen_1id_9_objs_700_size_1085_sets_90_k_20_correlated.txt,700,2165.0,1.62
scenario 1,correlated,scen_1id_9_objs_800_size_1240_sets_96_k_18_correlated.txt,800,2362.0,2.32
scenario 1,fully-correlated,scen_1id_10_objs_1000_size_1550_sets_96_k_18_fully-correlated.txt,1000,2654.0,5.09
scenario 1,fully-correlated,scen_1id_10_objs_300_size_465_sets_73_k_20_fully-correlated.txt,300,1186.0,0.08
scenario 1,fully-correlated,scen_1id_10_objs_500_size_775_sets_79_k_20_fully-correlated.txt,500,1682.0,0.54
scenario 1,fully-correlated,scen_1id_10_objs_700_size_1085_sets_82_k_20_fully-correlated.txt,700,2065.0,1.74
scenario 1,fully-correlated,scen_1id_10_objs_800_size_1240_sets_93_k_18_fully-correlated.txt,800,2311.0,2.50
scenario 1,fully-correlated,scen_1id_1_objs_1000_size_1550_sets_88_k_18_fully-correlated.txt,1000,2574.0,4.60
scenario 1,fully-correlated,scen_1id_1_objs_300_size_465_sets_78_k_20_fully-correlated.txt,300,1186.0,0.07
scenario 1,fully-correlated,scen_1id_1_objs_500_size_775_sets_87_k_20_fully-correlated.txt,500,1756.0,0.41
scenario 1,fully-correlated,scen_1id_1_objs_700_size_1085_sets_92_k_20_fully-correlated.txt,700,2147.0,1.44
scenario 1,fully-correlated,scen_1id_1_objs_800_size_1240_sets_94_k_18_fully-correlated.txt,800,2306.0,2.14
scenario 1,fully-correlated,scen_1id_2_objs_1000_size_1550_sets_85_k_18_fully-correlated.txt,1000,2544.0,4.49
scenario 1,fully-correlated,scen_1id_2_objs_300_size_465_sets_75_k_20_fully-correlated.txt,300,1238.0,0.08
scenario 1,fully-correlated,scen_1id_2_objs_500_size_775_sets_85_k_20_fully-correlated.txt,500,1772.0,0.46
scenario 1,fully-correlated,scen_1id_2_objs_700_size_1085_sets_84_k_20_fully-correlated.txt,700,2065.0,1.58
scenario 1,fully-correlated,scen_1id_2_objs_800_size_1240_sets_81_k_18_fully-correlated.txt,800,2176.0,2.92
scenario 1,fully-correlated,scen_1id_3_objs_1000_size_1550_sets_91_k_18_fully-correlated.txt,1000,2604.0,5.58
scenario 1,fully-correlated,scen_1id_3_objs_300_size_465_sets_78_k_20_fully-correlated.txt,300,1227.0,0.07
scenario 1,fully-correlated,scen_1id_3_objs_500_size_775_sets_88_k_20_fully-correlated.txt,500,1793.0,0.49
scenario 1,fully-correlated,scen_1id_3_objs_700_size_1085_sets_87_k_20_fully-correlated.txt,700,2095.0,1.74
scenario 1,fully-correlated,scen_1id_3_objs_800_size_1240_sets_93_k_18_fully-correlated.txt,800,2296.0,2.63
scenario 1,fully-correlated,scen_1id_4_objs_1000_size_1550_sets_113_k_18_fully-correlated.txt,1000,2825.0,4.61
scenario 1,fully-correlated,scen_1id_4_objs_300_size_465_sets_75_k_20_fully-correlated.txt,300,1163.0,0.09
scenario 1,fully-correlated,scen_1id_4_objs_500_size_775_sets_93_k_20_fully-correlated.txt,500,1833.0,0.54
scenario 1,fully-correlated,scen_1id_4_objs_700_size_1085_sets_83_k_20_fully-correlated.txt,700,2055.0,2.03
scenario 1,fully-correlated,scen_1id_4_objs_800_size_1240_sets_85_k_18_fully-correlated.txt,800,2216.0,2.61
scenario 1,fully-correlated,scen_1id_5_objs_1000_size_1550_sets_99_k_18_fully-correlated.txt,1000,2684.0,4.95
scenario 1,fully-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_fully-correlated.txt,300,1218.0,0.12
scenario 1,fully-correlated,scen_1id_5_objs_500_size_775_sets_79_k_20_fully-correlated.txt,500,1694.0,0.61
scenario 1,fully-correlated,scen_1id_5_objs_700_size_1085_sets_92_k_20_fully-correlated.txt,700,2145.0,1.74
scenario 1,fully-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_fully-correlated.txt,800,2226.0,2.65
scenario 1,fully-correlated,scen_1id_6_objs_1000_size_1550_sets_95_k_18_fully-correlated.txt,1000,2644.0,5.09
scenario 1,fully-correlated,scen_1id_6_objs_300_size_465_sets_75_k_20_fully-correlated.txt,300,1213.0,0.09
scenario 1,fully-correlated,scen_1id_6_objs_500_size_775_sets_81_k_20_fully-correlated.txt,500,1705.0,0.56
scenario 1,fully-correlated,scen_1id_6_objs_700_size_1085_sets_89_k_20_fully-correlated.txt,700,2115.0,1.81
scenario 1,fully-correlated,scen_1id_6_objs_800_size_1240_sets_94_k_18_fully-correlated.txt,800,2306.0,2.40
scenario 1,fully-correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_fully-correlated.txt,1000,2654.0,4.99
scenario 1,fully-correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_fully-correlated.txt,300,1236.0,0.08
scenario 1,fully-correlated,scen_1id_7_objs_500_size_775_sets_93_k_20_fully-correlated.txt,500,1822.0,0.46
scenario 1,fully-correlated,scen_1id_7_objs_700_size_1085_sets_97_k_20_fully-correlated.txt,700,2195.0,1.72
scenario 1,fully-correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_fully-correlated.txt,800,2233.0,2.77
scenario 1,fully-correlated,scen_1id_8_objs_1000_size_1550_sets_94_k_18_fully-correlated.txt,1000,2634.0,4.85
scenario 1,fully-correlated,scen_1id_8_objs_300_size_465_sets_74_k_20_fully-correlated.txt,300,1177.0,0.08
scenario 1,fully-correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_fully-correlated.txt,500,1721.0,0.48
scenario 1,fully-correlated,scen_1id_8_objs_700_size_1085_sets_94_k_20_fully-correlated.txt,700,2167.0,1.53
scenario 1,fully-correlated,scen_1id_8_objs_800_size_1240_sets_87_k_18_fully-correlated.txt,800,2254.0,2.67
scenario 1,fully-correlated,scen_1id_9_objs_1000_size_1550_sets_91_k_18_fully-correlated.txt,1000,2604.0,4.88
scenario 1,fully-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_fully-correlated.txt,300,1168.0,0.08
scenario 1,fully-correlated,scen_1id_9_objs_500_size_775_sets_78_k_20_fully-correlated.txt,500,1664.0,0.50
scenario 1,fully-correlated,scen_1id_9_objs_700_size_1085_sets_84_k_20_fully-correlated.txt,700,2065.0,1.47
scenario 1,fully-correlated,scen_1id_9_objs_800_size_1240_sets_92_k_18_fully-correlated.txt,800,2286.0,2.14
scenario 1,not-correlated,scen_1id_10_objs_1000_size_1550_sets_93_k_18_not-correlated.txt,1000,3026.0,4.23
scenario 1,not-correlated,scen_1id_10_objs_300_size_465_sets_78_k_20_not-correlated.txt,300,1495.0,0.07
scenario 1,not-correlated,scen_1id_10_objs_500_size_775_sets_81_k_20_not-correlated.txt,500,2302.0,0.45
scenario 1,not-correlated,scen_1id_10_objs_700_size_1085_sets_89_k_20_not-correlated.txt,700,2715.0,1.34
scenario 1,not-correlated,scen_1id_10_objs_800_size_1240_sets_84_k_18_not-correlated.txt,800,2683.0,2.52
scenario 1,not-correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_not-correlated.txt,1000,2878.0,4.63
scenario 1,not-correlated,scen_1id_1_objs_300_size_465_sets_76_k_20_not-correlated.txt,300,1515.0,0.08
scenario 1,not-correlated,scen_1id_1_objs_500_size_775_sets_83_k_20_not-correlated.txt,500,2307.0,0.50
scenario 1,not-correlated,scen_1id_1_objs_700_size_1085_sets_91_k_20_not-correlated.txt,700,2603.0,1.64
scenario 1,not-correlated,scen_1id_1_objs_800_size_1240_sets_85_k_18_not-correlated.txt,800,2632.0,2.62
scenario 1,not-correlated,scen_1id_2_objs_1000_size_1550_sets_87_k_18_not-correlated.txt,1000,2778.0,5.38
scenario 1,not-correlated,scen_1id_2_objs_300_size_465_sets_74_k_20_not-correlated.txt,300,1478.0,0.08
scenario 1,not-correlated,scen_1id_2_objs_500_size_775_sets_79_k_20_not-correlated.txt,500,2209.0,0.56
scenario 1,not-correlated,scen_1id_2_objs_700_size_1085_sets_80_k_20_not-correlated.txt,700,2512.0,2.11
scenario 1,not-correlated,scen_1id_2_objs_800_size_1240_sets_95_k_18_not-correlated.txt,800,2859.0,2.32
scenario 1,not-correlated,scen_1id_3_objs_1000_size_1550_sets_88_k_18_not-correlated.txt,1000,2815.0,5.35
scenario 1,not-correlated,scen_1id_3_objs_300_size_465_sets_74_k_20_not-correlated.txt,300,1409.0,0.08
scenario 1,not-correlated,scen_1id_3_objs_500_size_775_sets_80_k_20_not-correlated.txt,500,2245.0,0.51
scenario 1,not-correlated,scen_1id_3_objs_700_size_1085_sets_84_k_20_not-correlated.txt,700,2611.0,1.42
scenario 1,not-correlated,scen_1id_3_objs_800_size_1240_sets_96_k_18_not-correlated.txt,800,2862.0,2.04
scenario 1,not-correlated,scen_1id_4_objs_1000_size_1550_sets_97_k_18_not-correlated.txt,1000,3071.0,4.57
scenario 1,not-correlated,scen_1id_4_objs_300_size_465_sets_77_k_20_not-correlated.txt,300,1706.0,0.08
scenario 1,not-correlated,scen_1id_4_objs_500_size_775_sets_84_k_20_not-correlated.txt,500,2117.0,0.47
scenario 1,not-correlated,scen_1id_4_objs_700_size_1085_sets_86_k_20_not-correlated.txt,700,2646.0,1.40
scenario 1,not-correlated,scen_1id_4_objs_800_size_1240_sets_91_k_18_not-correlated.txt,800,2826.0,2.21
scenario 1,not-correlated,scen_1id_5_objs_1000_size_1550_sets_90_k_18_not-correlated.txt,1000,2872.0,5.02
scenario 1,not-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_not-correlated.txt,300,1486.0,0.07
scenario 1,not-correlated,scen_1id_5_objs_500_size_775_sets_84_k_20_not-correlated.txt,500,2309.0,0.45
scenario 1,not-correlated,scen_1id_5_objs_700_size_1085_sets_86_k_20_not-correlated.txt,700,2680.0,1.61
scenario 1,not-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_not-correlated.txt,800,2776.0,2.30
scenario 1,not-correlated,scen_1id_6_objs_1000_size_1550_sets_93_k_18_not-correlated.txt,1000,3029.0,4.36
scenario 1,not-correlated,scen_1id_6_objs_300_size_465_sets_79_k_20_not-correlated.txt,300,1551.0,0.08
scenario 1,not-correlated,scen_1id_6_objs_500_size_775_sets_89_k_20_not-correlated.txt,500,2225.0,0.46
scenario 1,not-correlated,scen_1id_6_objs_700_size_1085_sets_84_k_20_not-correlated.txt,700,2625.0,1.69
scenario 1,not-correlated,scen_1id_6_objs_800_size_1240_sets_88_k_18_not-correlated.txt,800,2670.0,2.68
scenario 1,not-correlated,scen_1id_7_objs_1000_size_1550_sets_87_k_18_not-correlated.txt,1000,2814.0,5.19
scenario 1,not-correlated,scen_1id_7_objs_300_size_465_sets_73_k_20_not-correlated.txt,300,1508.0,0.08
scenario 1,not-correlated,scen_1id_7_objs_500_size_775_sets_75_k_20_not-correlated.txt,500,2172.0,0.59
scenario 1,not-correlated,scen_1id_7_objs_700_size_1085_sets_86_k_20_not-correlated.txt,700,2650.0,1.85
scenario 1,not-correlated,scen_1id_7_objs_800_size_1240_sets_89_k_18_not-correlated.txt,800,2802.0,2.61
scenario 1,not-correlated,scen_1id_8_objs_1000_size_1550_sets_86_k_18_not-correlated.txt,1000,2808.0,5.34
scenario 1,not-correlated,scen_1id_8_objs_300_size_465_sets_77_k_20_not-correlated.txt,300,1522.0,0.09
scenario 1,not-correlated,scen_1id_8_objs_500_size_775_sets_75_k_20_not-correlated.txt,500,2187.0,0.69
scenario 1,not-correlated,scen_1id_8_objs_700_size_1085_sets_84_k_20_not-correlated.txt,700,2570.0,1.97
scenario 1,not-correlated,scen_1id_8_objs_800_size_1240_sets_88_k_18_not-correlated.txt,800,2818.0,3.06
scenario 1,not-correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_not-correlated.txt,1000,2804.0,5.68
scenario 1,not-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_not-correlated.txt,300,1453.0,0.08
scenario 1,not-correlated,scen_1id_9_objs_500_size_775_sets_87_k_20_not-correlated.txt,500,2217.0,0.55
scenario 1,not-correlated,scen_1id_9_objs_700_size_1085_sets_93_k_20_not-correlated.txt,700,2809.0,1.66
scenario 1,not-correlated,scen_1id_9_objs_800_size_1240_sets_93_k_18_not-correlated.txt,800,2839.0,2.34
scenario 2,correlated,scen_2id_10_objs_1000_size_1550_sets_36_k_18_correlated.txt,1000,2046.0,7.26
scenario 2,correlated,scen_2id_10_objs_300_size_465_sets_33_k_20_correlated.txt,300,975.0,0.48
scenario 2,correlated,scen_2id_10_objs_500_size_775_sets_38_k_20_correlated.txt,500,1330.0,1.67
scenario 2,correlated,scen_2id_10_objs_700_size_1085_sets_40_k_20_correlated.txt,700,1665.0,3.68
scenario 2,correlated,scen_2id_10_objs_800_size_1240_sets_38_k_18_correlated.txt,800,1782.0,4.53
scenario 2,correlated,scen_2id_1_objs_1000_size_1550_sets_40_k_18_correlated.txt,1000,2107.0,7.01
scenario 2,correlated,scen_2id_1_objs_300_size_465_sets_32_k_20_correlated.txt,300,965.0,0.41
scenario 2,correlated,scen_2id_1_objs_500_size_775_sets_35_k_20_correlated.txt,500,1305.0,1.79
scenario 2,correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_correlated.txt,700,1616.0,3.61
scenario 2,correlated,scen_2id_1_objs_800_size_1240_sets_38_k_18_correlated.txt,800,1782.0,4.29
scenario 2,correlated,scen_2id_2_objs_1000_size_1550_sets_42_k_18_correlated.txt,1000,2126.0,5.45
scenario 2,correlated,scen_2id_2_objs_300_size_465_sets_33_k_20_correlated.txt,300,967.0,0.40
scenario 2,correlated,scen_2id_2_objs_500_size_775_sets_40_k_20_correlated.txt,500,1347.0,1.47
scenario 2,correlated,scen_2id_2_objs_700_size_1085_sets_44_k_20_correlated.txt,700,1705.0,3.48
scenario 2,correlated,scen_2id_2_objs_800_size_1240_sets_47_k_18_correlated.txt,800,1872.0,4.21
scenario 2,correlated,scen_2id_3_objs_1000_size_1550_sets_38_k_18_correlated.txt,1000,2092.0,6.96
scenario 2,correlated,scen_2id_3_objs_300_size_465_sets_37_k_20_correlated.txt,300,1015.0,0.34
scenario 2,correlated,scen_2id_3_objs_500_size_775_sets_36_k_20_correlated.txt,500,1295.0,1.63
scenario 2,correlated,scen_2id_3_objs_700_size_1085_sets_36_k_20_correlated.txt,700,1625.0,3.67
scenario 2,correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_correlated.txt,800,1802.0,4.59
scenario 2,correlated,scen_2id_4_objs_1000_size_1550_sets_41_k_18_correlated.txt,1000,2106.0,6.62
scenario 2,correlated,scen_2id_4_objs_300_size_465_sets_39_k_20_correlated.txt,300,1009.0,0.36
scenario 2,correlated,scen_2id_4_objs_500_size_775_sets_32_k_20_correlated.txt,500,1266.0,1.79
scenario 2,correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_correlated.txt,700,1595.0,3.98
scenario 2,correlated,scen_2id_4_objs_800_size_1240_sets_44_k_18_correlated.txt,800,1842.0,4.64
scenario 2,correlated,scen_2id_5_objs_1000_size_1550_sets_39_k_18_correlated.txt,1000,2078.0,6.92
scenario 2,correlated,scen_2id_5_objs_300_size_465_sets_42_k_20_correlated.txt,300,1044.0,0.29
scenario 2,correlated,scen_2id_5_objs_500_size_775_sets_36_k_20_correlated.txt,500,1315.0,1.73
scenario 2,correlated,scen_2id_5_objs_700_size_1085_sets_36_k_20_correlated.txt,700,1592.0,3.20
scenario 2,correlated,scen_2id_5_objs_800_size_1240_sets_43_k_18_correlated.txt,800,1832.0,3.47
scenario 2,correlated,scen_2id_6_objs_1000_size_1550_sets_40_k_18_correlated.txt,1000,2070.0,5.78
scenario 2,correlated,scen_2id_6_objs_300_size_465_sets_39_k_20_correlated.txt,300,1035.0,0.29
scenario 2,correlated,scen_2id_6_objs_500_size_775_sets_41_k_20_correlated.txt,500,1365.0,1.26
scenario 2,correlated,scen_2id_6_objs_700_size_1085_sets_43_k_20_correlated.txt,700,1695.0,3.19
scenario 2,correlated,scen_2id_6_objs_800_size_1240_sets_36_k_18_correlated.txt,800,1762.0,4.13
scenario 2,correlated,scen_2id_7_objs_1000_size_1550_sets_44_k_18_correlated.txt,1000,2152.0,5.87
scenario 2,correlated,scen_2id_7_objs_300_size_465_sets_34_k_20_correlated.txt,300,985.0,0.34
scenario 2,correlated,scen_2id_7_objs_500_size_775_sets_37_k_20_correlated.txt,500,1316.0,1.42
scenario 2,correlated,scen_2id_7_objs_700_size_1085_sets_39_k_20_correlated.txt,700,1655.0,3.61
scenario 2,correlated,scen_2id_7_objs_800_size_1240_sets_35_k_18_correlated.txt,800,1752.0,4.36
scenario 2,correlated,scen_2id_8_objs_1000_size_1550_sets_38_k_18_correlated.txt,1000,2092.0,5.93
scenario 2,correlated,scen_2id_8_objs_300_size_465_sets_35_k_20_correlated.txt,300,995.0,0.37
scenario 2,correlated,scen_2id_8_objs_500_size_775_sets_36_k_20_correlated.txt,500,1299.0,1.56
scenario 2,correlated,scen_2id_8_objs_700_size_1085_sets_35_k_20_correlated.txt,700,1610.0,3.63
scenario 2,correlated,scen_2id_8_objs_800_size_1240_sets_38_k_18_correlated.txt,800,1767.0,4.01
scenario 2,correlated,scen_2id_9_objs_1000_size_1550_sets_35_k_18_correlated.txt,1000,2041.0,6.44
scenario 2,correlated,scen_2id_9_objs_300_size_465_sets_34_k_20_correlated.txt,300,985.0,0.38
scenario 2,correlated,scen_2id_9_objs_500_size_775_sets_36_k_20_correlated.txt,500,1315.0,1.59
scenario 2,correlated,scen_2id_9_objs_700_size_1085_sets_38_k_20_correlated.txt,700,1645.0,3.62
scenario 2,correlated,scen_2id_9_objs_800_size_1240_sets_36_k_18_correlated.txt,800,1762.0,4.32
scenario 2,fully-correlated,scen_2id_10_objs_1000_size_1550_sets_41_k_18_fully-correlated.txt,1000,2122.0,6.15
scenario 2,fully-correlated,scen_2id_10_objs_300_size_465_sets_30_k_20_fully-correlated.txt,300,905.0,0.34
scenario 2,fully-correlated,scen_2id_10_objs_500_size_775_sets_35_k_20_fully-correlated.txt,500,1285.0,1.55
scenario 2,fully-correlated,scen_2id_10_objs_700_size_1085_sets_34_k_20_fully-correlated.txt,700,1605.0,3.67
scenario 2,fully-correlated,scen_2id_10_objs_800_size_1240_sets_41_k_18_fully-correlated.txt,800,1812.0,4.35
scenario 2,fully-correlated,scen_2id_1_objs_1000_size_1550_sets_37_k_18_fully-correlated.txt,1000,2082.0,6.14
scenario 2,fully-correlated,scen_2id_1_objs_300_size_465_sets_39_k_20_fully-correlated.txt,300,995.0,0.39
scenario 2,fully-correlated,scen_2id_1_objs_500_size_775_sets_40_k_20_fully-correlated.txt,500,1335.0,1.44
scenario 2,fully-correlated,scen_2id_1_objs_700_size_1085_sets_36_k_20_fully-correlated.txt,700,1625.0,3.69
scenario 2,fully-correlated,scen_2id_1_objs_800_size_1240_sets_41_k_18_fully-correlated.txt,800,1812.0,4.12
scenario 2,fully-correlated,scen_2id_2_objs_1000_size_1550_sets_35_k_18_fully-correlated.txt,1000,2062.0,6.34
scenario 2,fully-correlated,scen_2id_2_objs_300_size_465_sets_34_k_20_fully-correlated.txt,300,945.0,0.35
scenario 2,fully-correlated,scen_2id_2_objs_500_size_775_sets_39_k_20_fully-correlated.txt,500,1325.0,1.59
scenario 2,fully-correlated,scen_2id_2_objs_700_size_1085_sets_40_k_20_fully-correlated.txt,700,1665.0,3.34
scenario 2,fully-correlated,scen_2id_2_objs_800_size_1240_sets_31_k_18_fully-correlated.txt,800,1712.0,4.67
scenario 2,fully-correlated,scen_2id_3_objs_1000_size_1550_sets_42_k_18_fully-correlated.txt,1000,2132.0,6.44
scenario 2,fully-correlated,scen_2id_3_objs_300_size_465_sets_34_k_20_fully-correlated.txt,300,945.0,0.37
scenario 2,fully-correlated,scen_2id_3_objs_500_size_775_sets_39_k_20_fully-correlated.txt,500,1325.0,1.51
scenario 2,fully-correlated,scen_2id_3_objs_700_size_1085_sets_40_k_20_fully-correlated.txt,700,1665.0,3.42
scenario 2,fully-correlated,scen_2id_3_objs_800_size_1240_sets_40_k_18_fully-correlated.txt,800,1802.0,4.04
scenario 2,fully-correlated,scen_2id_4_objs_1000_size_1550_sets_53_k_18_fully-correlated.txt,1000,2242.0,5.84
scenario 2,fully-correlated,scen_2id_4_objs_300_size_465_sets_36_k_20_fully-correlated.txt,300,965.0,0.34
scenario 2,fully-correlated,scen_2id_4_objs_500_size_775_sets_44_k_20_fully-correlated.txt,500,1375.0,1.50
scenario 2,fully-correlated,scen_2id_4_objs_700_size_1085_sets_33_k_20_fully-correlated.txt,700,1595.0,3.89
scenario 2,fully-correlated,scen_2id_4_objs_800_size_1240_sets_38_k_18_fully-correlated.txt,800,1782.0,4.20
scenario 2,fully-correlated,scen_2id_5_objs_1000_size_1550_sets_42_k_18_fully-correlated.txt,1000,2132.0,6.23
scenario 2,fully-correlated,scen_2id_5_objs_300_size_465_sets_38_k_20_fully-correlated.txt,300,985.0,0.35
scenario 2,fully-correlated,scen_2id_5_objs_500_size_775_sets_35_k_20_fully-correlated.txt,500,1285.0,1.80
scenario 2,fully-correlated,scen_2id_5_objs_700_size_1085_sets_39_k_20_fully-correlated.txt,700,1655.0,3.78
scenario 2,fully-correlated,scen_2id_5_objs_800_size_1240_sets_33_k_18_fully-correlated.txt,800,1732.0,4.26
scenario 2,fully-correlated,scen_2id_6_objs_1000_size_1550_sets_41_k_18_fully-correlated.txt,1000,2122.0,6.63
scenario 2,fully-correlated,scen_2id_6_objs_300_size_465_sets_34_k_20_fully-correlated.txt,300,945.0,0.61
scenario 2,fully-correlated,scen_2id_6_objs_500_size_775_sets_34_k_20_fully-correlated.txt,500,1275.0,1.95
scenario 2,fully-correlated,scen_2id_6_objs_700_size_1085_sets_37_k_20_fully-correlated.txt,700,1635.0,3.80
scenario 2,fully-correlated,scen_2id_6_objs_800_size_1240_sets_40_k_18_fully-correlated.txt,800,1802.0,4.55
scenario 2,fully-correlated,scen_2id_7_objs_1000_size_1550_sets_46_k_18_fully-correlated.txt,1000,2172.0,6.58
scenario 2,fully-correlated,scen_2id_7_objs_300_size_465_sets_36_k_20_fully-correlated.txt,300,965.0,0.46
scenario 2,fully-correlated,scen_2id_7_objs_500_size_775_sets_45_k_20_fully-correlated.txt,500,1385.0,1.39
scenario 2,fully-correlated,scen_2id_7_objs_700_size_1085_sets_44_k_20_fully-correlated.txt,700,1705.0,3.85
scenario 2,fully-correlated,scen_2id_7_objs_800_size_1240_sets_36_k_18_fully-correlated.txt,800,1762.0,4.31
