scenario,p_overlap,corr_type,instance_file,n,obj_disjoint,obj_overlap,runtime
scenario 1,p_20,correlated,scen_1id_10_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,3057.00,,3.95
scenario 1,p_20,correlated,scen_1id_10_objs_300_size_465_sets_77_k_20_overlap_20_correlated.txt,300,1076.00,,0.11
scenario 1,p_20,correlated,scen_1id_10_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1570.00,,0.42
scenario 1,p_20,correlated,scen_1id_10_objs_700_size_1085_sets_91_k_20_overlap_20_correlated.txt,700,2229.00,,1.33
scenario 1,p_20,correlated,scen_1id_10_objs_800_size_1240_sets_94_k_18_overlap_20_correlated.txt,800,2403.00,,1.90
scenario 1,p_20,correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,3155.00,,3.59
scenario 1,p_20,correlated,scen_1id_1_objs_300_size_465_sets_74_k_20_overlap_20_correlated.txt,300,1022.00,,0.10
scenario 1,p_20,correlated,scen_1id_1_objs_500_size_775_sets_78_k_20_overlap_20_correlated.txt,500,1580.00,,0.43
scenario 1,p_20,correlated,scen_1id_1_objs_700_size_1085_sets_82_k_20_overlap_20_correlated.txt,700,2191.00,,1.38
scenario 1,p_20,correlated,scen_1id_1_objs_800_size_1240_sets_93_k_18_overlap_20_correlated.txt,800,2536.00,,2.01
scenario 1,p_20,correlated,scen_1id_2_objs_1000_size_1550_sets_96_k_18_overlap_20_correlated.txt,1000,3173.00,,3.37
scenario 1,p_20,correlated,scen_1id_2_objs_300_size_465_sets_79_k_20_overlap_20_correlated.txt,300,1051.00,,0.11
scenario 1,p_20,correlated,scen_1id_2_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1593.00,,0.42
scenario 1,p_20,correlated,scen_1id_2_objs_700_size_1085_sets_102_k_20_overlap_20_correlated.txt,700,2203.00,,1.13
scenario 1,p_20,correlated,scen_1id_2_objs_800_size_1240_sets_100_k_18_overlap_20_correlated.txt,800,2507.00,,1.68
scenario 1,p_20,correlated,scen_1id_3_objs_1000_size_1550_sets_89_k_18_overlap_20_correlated.txt,1000,3098.00,,3.69
scenario 1,p_20,correlated,scen_1id_3_objs_300_size_465_sets_76_k_20_overlap_20_correlated.txt,300,1043.00,,0.10
scenario 1,p_20,correlated,scen_1id_3_objs_500_size_775_sets_84_k_20_overlap_20_correlated.txt,500,1595.00,,0.42
scenario 1,p_20,correlated,scen_1id_3_objs_700_size_1085_sets_86_k_20_overlap_20_correlated.txt,700,2185.00,,1.29
scenario 1,p_20,correlated,scen_1id_3_objs_800_size_1240_sets_92_k_18_overlap_20_correlated.txt,800,2456.00,,1.85
scenario 1,p_20,correlated,scen_1id_4_objs_1000_size_1550_sets_90_k_18_overlap_20_correlated.txt,1000,3131.00,,3.78
scenario 1,p_20,correlated,scen_1id_4_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,986.00,,0.09
scenario 1,p_20,correlated,scen_1id_4_objs_500_size_775_sets_81_k_20_overlap_20_correlated.txt,500,1692.00,,0.43
scenario 1,p_20,correlated,scen_1id_4_objs_700_size_1085_sets_82_k_20_overlap_20_correlated.txt,700,2217.00,,1.29
scenario 1,p_20,correlated,scen_1id_4_objs_800_size_1240_sets_99_k_18_overlap_20_correlated.txt,800,2520.00,,1.83
scenario 1,p_20,correlated,scen_1id_5_objs_1000_size_1550_sets_84_k_18_overlap_20_correlated.txt,1000,3158.00,,3.85
scenario 1,p_20,correlated,scen_1id_5_objs_300_size_465_sets_75_k_20_overlap_20_correlated.txt,300,1063.00,,0.10
scenario 1,p_20,correlated,scen_1id_5_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1655.00,,0.39
scenario 1,p_20,correlated,scen_1id_5_objs_700_size_1085_sets_80_k_20_overlap_20_correlated.txt,700,2335.00,,1.22
scenario 1,p_20,correlated,scen_1id_5_objs_800_size_1240_sets_91_k_18_overlap_20_correlated.txt,800,2422.00,,1.74
scenario 1,p_20,correlated,scen_1id_6_objs_1000_size_1550_sets_91_k_18_overlap_20_correlated.txt,1000,3085.00,,3.56
scenario 1,p_20,correlated,scen_1id_6_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,1028.00,,0.11
scenario 1,p_20,correlated,scen_1id_6_objs_500_size_775_sets_87_k_20_overlap_20_correlated.txt,500,1605.00,,0.39
scenario 1,p_20,correlated,scen_1id_6_objs_700_size_1085_sets_92_k_20_overlap_20_correlated.txt,700,2250.00,,1.17
scenario 1,p_20,correlated,scen_1id_6_objs_800_size_1240_sets_87_k_18_overlap_20_correlated.txt,800,2517.00,,1.82
scenario 1,p_20,correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_20_correlated.txt,1000,3134.00,,3.43
scenario 1,p_20,correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_20_correlated.txt,300,1020.00,,0.09
scenario 1,p_20,correlated,scen_1id_7_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1635.00,,0.37
scenario 1,p_20,correlated,scen_1id_7_objs_700_size_1085_sets_88_k_20_overlap_20_correlated.txt,700,2252.00,,1.25
scenario 1,p_20,correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_20_correlated.txt,800,2457.00,,1.95
scenario 1,p_20,correlated,scen_1id_8_objs_1000_size_1550_sets_93_k_18_overlap_20_correlated.txt,1000,3095.00,,3.33
scenario 1,p_20,correlated,scen_1id_8_objs_300_size_465_sets_76_k_20_overlap_20_correlated.txt,300,1027.00,,0.09
scenario 1,p_20,correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_20_correlated.txt,500,1674.00,,0.40
scenario 1,p_20,correlated,scen_1id_8_objs_700_size_1085_sets_88_k_20_overlap_20_correlated.txt,700,2243.00,,1.39
scenario 1,p_20,correlated,scen_1id_8_objs_800_size_1240_sets_81_k_18_overlap_20_correlated.txt,800,2482.00,,2.31
scenario 1,p_20,correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_20_correlated.txt,1000,2991.00,,4.39
scenario 1,p_20,correlated,scen_1id_9_objs_300_size_465_sets_74_k_20_overlap_20_correlated.txt,300,1014.00,,0.14
scenario 1,p_20,correlated,scen_1id_9_objs_500_size_775_sets_82_k_20_overlap_20_correlated.txt,500,1593.00,,0.53
scenario 1,p_20,correlated,scen_1id_9_objs_700_size_1085_sets_90_k_20_overlap_20_correlated.txt,700,2296.00,,1.53
scenario 1,p_20,correlated,scen_1id_9_objs_800_size_1240_sets_96_k_18_overlap_20_correlated.txt,800,2506.00,,2.12
scenario 1,p_20,fully-correlated,scen_1id_10_objs_1000_size_1550_sets_96_k_18_overlap_20_fully-correlated.txt,1000,3082.00,,3.99
scenario 1,p_20,fully-correlated,scen_1id_10_objs_300_size_465_sets_73_k_20_overlap_20_fully-correlated.txt,300,1030.00,,0.10
scenario 1,p_20,fully-correlated,scen_1id_10_objs_500_size_775_sets_79_k_20_overlap_20_fully-correlated.txt,500,1586.00,,0.43
scenario 1,p_20,fully-correlated,scen_1id_10_objs_700_size_1085_sets_82_k_20_overlap_20_fully-correlated.txt,700,2284.00,,1.27
scenario 1,p_20,fully-correlated,scen_1id_10_objs_800_size_1240_sets_93_k_18_overlap_20_fully-correlated.txt,800,2458.00,,1.72
scenario 1,p_20,fully-correlated,scen_1id_1_objs_1000_size_1550_sets_88_k_18_overlap_20_fully-correlated.txt,1000,3033.00,,3.92
scenario 1,p_20,fully-correlated,scen_1id_1_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1032.00,,0.09
scenario 1,p_20,fully-correlated,scen_1id_1_objs_500_size_775_sets_87_k_20_overlap_20_fully-correlated.txt,500,1557.00,,0.41
scenario 1,p_20,fully-correlated,scen_1id_1_objs_700_size_1085_sets_92_k_20_overlap_20_fully-correlated.txt,700,2218.00,,1.27
scenario 1,p_20,fully-correlated,scen_1id_1_objs_800_size_1240_sets_94_k_18_overlap_20_fully-correlated.txt,800,2536.00,,1.71
scenario 1,p_20,fully-correlated,scen_1id_2_objs_1000_size_1550_sets_85_k_18_overlap_20_fully-correlated.txt,1000,3026.00,,4.00
scenario 1,p_20,fully-correlated,scen_1id_2_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,1037.00,,0.10
scenario 1,p_20,fully-correlated,scen_1id_2_objs_500_size_775_sets_85_k_20_overlap_20_fully-correlated.txt,500,1720.00,,0.46
scenario 1,p_20,fully-correlated,scen_1id_2_objs_700_size_1085_sets_84_k_20_overlap_20_fully-correlated.txt,700,2263.00,,1.39
scenario 1,p_20,fully-correlated,scen_1id_2_objs_800_size_1240_sets_81_k_18_overlap_20_fully-correlated.txt,800,2554.00,,2.29
scenario 1,p_20,fully-correlated,scen_1id_3_objs_1000_size_1550_sets_91_k_18_overlap_20_fully-correlated.txt,1000,3140.00,,4.32
scenario 1,p_20,fully-correlated,scen_1id_3_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,985.00,,0.11
scenario 1,p_20,fully-correlated,scen_1id_3_objs_500_size_775_sets_88_k_20_overlap_20_fully-correlated.txt,500,1591.00,,0.44
scenario 1,p_20,fully-correlated,scen_1id_3_objs_700_size_1085_sets_87_k_20_overlap_20_fully-correlated.txt,700,2134.00,,1.62
scenario 1,p_20,fully-correlated,scen_1id_3_objs_800_size_1240_sets_93_k_18_overlap_20_fully-correlated.txt,800,2440.00,,2.35
scenario 1,p_20,fully-correlated,scen_1id_4_objs_1000_size_1550_sets_113_k_18_overlap_20_fully-correlated.txt,1000,3101.00,,3.84
scenario 1,p_20,fully-correlated,scen_1id_4_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,950.00,,0.10
scenario 1,p_20,fully-correlated,scen_1id_4_objs_500_size_775_sets_93_k_20_overlap_20_fully-correlated.txt,500,1681.00,,0.42
scenario 1,p_20,fully-correlated,scen_1id_4_objs_700_size_1085_sets_83_k_20_overlap_20_fully-correlated.txt,700,2227.00,,1.48
scenario 1,p_20,fully-correlated,scen_1id_4_objs_800_size_1240_sets_85_k_18_overlap_20_fully-correlated.txt,800,2435.00,,2.14
scenario 1,p_20,fully-correlated,scen_1id_5_objs_1000_size_1550_sets_99_k_18_overlap_20_fully-correlated.txt,1000,3009.00,,3.84
scenario 1,p_20,fully-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,991.00,,0.15
scenario 1,p_20,fully-correlated,scen_1id_5_objs_500_size_775_sets_79_k_20_overlap_20_fully-correlated.txt,500,1546.00,,0.41
scenario 1,p_20,fully-correlated,scen_1id_5_objs_700_size_1085_sets_92_k_20_overlap_20_fully-correlated.txt,700,2238.00,,1.24
scenario 1,p_20,fully-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_20_fully-correlated.txt,800,2466.00,,1.96
scenario 1,p_20,fully-correlated,scen_1id_6_objs_1000_size_1550_sets_95_k_18_overlap_20_fully-correlated.txt,1000,3086.00,,3.87
scenario 1,p_20,fully-correlated,scen_1id_6_objs_300_size_465_sets_75_k_20_overlap_20_fully-correlated.txt,300,1019.00,,0.09
scenario 1,p_20,fully-correlated,scen_1id_6_objs_500_size_775_sets_81_k_20_overlap_20_fully-correlated.txt,500,1604.00,,0.50
scenario 1,p_20,fully-correlated,scen_1id_6_objs_700_size_1085_sets_89_k_20_overlap_20_fully-correlated.txt,700,2245.00,,1.29
scenario 1,p_20,fully-correlated,scen_1id_6_objs_800_size_1240_sets_94_k_18_overlap_20_fully-correlated.txt,800,2469.00,,1.77
scenario 1,p_20,fully-correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_20_fully-correlated.txt,1000,3047.00,,3.61
scenario 1,p_20,fully-correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_20_fully-correlated.txt,300,1073.00,,0.09
scenario 1,p_20,fully-correlated,scen_1id_7_objs_500_size_775_sets_93_k_20_overlap_20_fully-correlated.txt,500,1622.00,,0.39
scenario 1,p_20,fully-correlated,scen_1id_7_objs_700_size_1085_sets_97_k_20_overlap_20_fully-correlated.txt,700,2158.00,,1.31
scenario 1,p_20,fully-correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_20_fully-correlated.txt,800,2417.00,,2.07
scenario 1,p_20,fully-correlated,scen_1id_8_objs_1000_size_1550_sets_94_k_18_overlap_20_fully-correlated.txt,1000,3085.00,,4.08
scenario 1,p_20,fully-correlated,scen_1id_8_objs_300_size_465_sets_74_k_20_overlap_20_fully-correlated.txt,300,995.00,,0.10
scenario 1,p_20,fully-correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_20_fully-correlated.txt,500,1548.00,,0.38
scenario 1,p_20,fully-correlated,scen_1id_8_objs_700_size_1085_sets_94_k_20_overlap_20_fully-correlated.txt,700,2307.00,,0.97
scenario 1,p_20,fully-correlated,scen_1id_8_objs_800_size_1240_sets_87_k_18_overlap_20_fully-correlated.txt,800,2456.00,,2.17
scenario 1,p_20,fully-correlated,scen_1id_9_objs_1000_size_1550_sets_91_k_18_overlap_20_fully-correlated.txt,1000,3144.00,,4.23
scenario 1,p_20,fully-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_20_fully-correlated.txt,300,970.00,,0.14
scenario 1,p_20,fully-correlated,scen_1id_9_objs_500_size_775_sets_78_k_20_overlap_20_fully-correlated.txt,500,1549.00,,0.47
scenario 1,p_20,fully-correlated,scen_1id_9_objs_700_size_1085_sets_84_k_20_overlap_20_fully-correlated.txt,700,2212.00,,1.56
scenario 1,p_20,fully-correlated,scen_1id_9_objs_800_size_1240_sets_92_k_18_overlap_20_fully-correlated.txt,800,2528.00,,2.07
scenario 1,p_20,not-correlated,scen_1id_10_objs_1000_size_1550_sets_93_k_18_overlap_20_not-correlated.txt,1000,2825.00,,4.77
scenario 1,p_20,not-correlated,scen_1id_10_objs_300_size_465_sets_78_k_20_overlap_20_not-correlated.txt,300,1156.00,,0.10
scenario 1,p_20,not-correlated,scen_1id_10_objs_500_size_775_sets_81_k_20_overlap_20_not-correlated.txt,500,1637.00,,0.50
scenario 1,p_20,not-correlated,scen_1id_10_objs_700_size_1085_sets_89_k_20_overlap_20_not-correlated.txt,700,2258.00,,1.31
scenario 1,p_20,not-correlated,scen_1id_10_objs_800_size_1240_sets_84_k_18_overlap_20_not-correlated.txt,800,2381.00,,2.31
scenario 1,p_20,not-correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_20_not-correlated.txt,1000,2701.00,,4.49
scenario 1,p_20,not-correlated,scen_1id_1_objs_300_size_465_sets_76_k_20_overlap_20_not-correlated.txt,300,1186.00,,0.10
scenario 1,p_20,not-correlated,scen_1id_1_objs_500_size_775_sets_83_k_20_overlap_20_not-correlated.txt,500,1868.00,,0.43
scenario 1,p_20,not-correlated,scen_1id_1_objs_700_size_1085_sets_91_k_20_overlap_20_not-correlated.txt,700,2058.00,,1.40
scenario 1,p_20,not-correlated,scen_1id_1_objs_800_size_1240_sets_85_k_18_overlap_20_not-correlated.txt,800,2479.00,,2.14
scenario 1,p_20,not-correlated,scen_1id_2_objs_1000_size_1550_sets_87_k_18_overlap_20_not-correlated.txt,1000,2524.00,,4.03
scenario 1,p_20,not-correlated,scen_1id_2_objs_300_size_465_sets_74_k_20_overlap_20_not-correlated.txt,300,1184.00,,0.09
scenario 1,p_20,not-correlated,scen_1id_2_objs_500_size_775_sets_79_k_20_overlap_20_not-correlated.txt,500,1595.00,,0.49
scenario 1,p_20,not-correlated,scen_1id_2_objs_700_size_1085_sets_80_k_20_overlap_20_not-correlated.txt,700,2054.00,,1.47
scenario 1,p_20,not-correlated,scen_1id_2_objs_800_size_1240_sets_95_k_18_overlap_20_not-correlated.txt,800,2356.00,,1.68
scenario 1,p_20,not-correlated,scen_1id_3_objs_1000_size_1550_sets_88_k_18_overlap_20_not-correlated.txt,1000,2878.00,,4.27
scenario 1,p_20,not-correlated,scen_1id_3_objs_300_size_465_sets_74_k_20_overlap_20_not-correlated.txt,300,1252.00,,0.09
scenario 1,p_20,not-correlated,scen_1id_3_objs_500_size_775_sets_80_k_20_overlap_20_not-correlated.txt,500,1569.00,,0.43
scenario 1,p_20,not-correlated,scen_1id_3_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2146.00,,1.25
scenario 1,p_20,not-correlated,scen_1id_3_objs_800_size_1240_sets_96_k_18_overlap_20_not-correlated.txt,800,2322.00,,1.81
scenario 1,p_20,not-correlated,scen_1id_4_objs_1000_size_1550_sets_97_k_18_overlap_20_not-correlated.txt,1000,2814.00,,3.82
scenario 1,p_20,not-correlated,scen_1id_4_objs_300_size_465_sets_77_k_20_overlap_20_not-correlated.txt,300,1455.00,,0.09
scenario 1,p_20,not-correlated,scen_1id_4_objs_500_size_775_sets_84_k_20_overlap_20_not-correlated.txt,500,1646.00,,0.40
scenario 1,p_20,not-correlated,scen_1id_4_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2117.00,,1.34
scenario 1,p_20,not-correlated,scen_1id_4_objs_800_size_1240_sets_91_k_18_overlap_20_not-correlated.txt,800,2370.00,,2.00
scenario 1,p_20,not-correlated,scen_1id_5_objs_1000_size_1550_sets_90_k_18_overlap_20_not-correlated.txt,1000,2906.00,,4.53
scenario 1,p_20,not-correlated,scen_1id_5_objs_300_size_465_sets_78_k_20_overlap_20_not-correlated.txt,300,1150.00,1124.00,0.11
scenario 1,p_20,not-correlated,scen_1id_5_objs_500_size_775_sets_84_k_20_overlap_20_not-correlated.txt,500,1718.00,,0.51
scenario 1,p_20,not-correlated,scen_1id_5_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2177.00,,1.56
scenario 1,p_20,not-correlated,scen_1id_5_objs_800_size_1240_sets_86_k_18_overlap_20_not-correlated.txt,800,2220.00,,2.42
scenario 1,p_20,not-correlated,scen_1id_6_objs_1000_size_1550_sets_93_k_18_overlap_20_not-correlated.txt,1000,2969.00,,4.48
scenario 1,p_20,not-correlated,scen_1id_6_objs_300_size_465_sets_79_k_20_overlap_20_not-correlated.txt,300,1235.00,,0.10
scenario 1,p_20,not-correlated,scen_1id_6_objs_500_size_775_sets_89_k_20_overlap_20_not-correlated.txt,500,1755.00,,0.41
scenario 1,p_20,not-correlated,scen_1id_6_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2138.00,,1.47
scenario 1,p_20,not-correlated,scen_1id_6_objs_800_size_1240_sets_88_k_18_overlap_20_not-correlated.txt,800,2392.00,,2.51
scenario 1,p_20,not-correlated,scen_1id_7_objs_1000_size_1550_sets_87_k_18_overlap_20_not-correlated.txt,1000,2942.00,,4.78
scenario 1,p_20,not-correlated,scen_1id_7_objs_300_size_465_sets_73_k_20_overlap_20_not-correlated.txt,300,1190.00,1161.00,0.10
scenario 1,p_20,not-correlated,scen_1id_7_objs_500_size_775_sets_75_k_20_overlap_20_not-correlated.txt,500,1734.00,,0.44
scenario 1,p_20,not-correlated,scen_1id_7_objs_700_size_1085_sets_86_k_20_overlap_20_not-correlated.txt,700,2353.00,,1.54
scenario 1,p_20,not-correlated,scen_1id_7_objs_800_size_1240_sets_89_k_18_overlap_20_not-correlated.txt,800,2347.00,,2.23
scenario 1,p_20,not-correlated,scen_1id_8_objs_1000_size_1550_sets_86_k_18_overlap_20_not-correlated.txt,1000,2800.00,,4.18
scenario 1,p_20,not-correlated,scen_1id_8_objs_300_size_465_sets_77_k_20_overlap_20_not-correlated.txt,300,1275.00,,0.09
scenario 1,p_20,not-correlated,scen_1id_8_objs_500_size_775_sets_75_k_20_overlap_20_not-correlated.txt,500,1754.00,,0.45
scenario 1,p_20,not-correlated,scen_1id_8_objs_700_size_1085_sets_84_k_20_overlap_20_not-correlated.txt,700,2144.00,,1.35
scenario 1,p_20,not-correlated,scen_1id_8_objs_800_size_1240_sets_88_k_18_overlap_20_not-correlated.txt,800,2295.00,,2.14
scenario 1,p_20,not-correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_20_not-correlated.txt,1000,2842.00,,4.17
scenario 1,p_20,not-correlated,scen_1id_9_objs_300_size_465_sets_72_k_20_overlap_20_not-correlated.txt,300,1137.00,,0.09
scenario 1,p_20,not-correlated,scen_1id_9_objs_500_size_775_sets_87_k_20_overlap_20_not-correlated.txt,500,1660.00,,0.35
scenario 1,p_20,not-correlated,scen_1id_9_objs_700_size_1085_sets_93_k_20_overlap_20_not-correlated.txt,700,2179.00,,1.26
scenario 1,p_20,not-correlated,scen_1id_9_objs_800_size_1240_sets_93_k_18_overlap_20_not-correlated.txt,800,2134.00,,1.77
scenario 1,p_40,correlated,scen_1id_10_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,3507.00,,2.51
scenario 1,p_40,correlated,scen_1id_10_objs_300_size_465_sets_77_k_20_overlap_40_correlated.txt,300,1141.00,,0.09
scenario 1,p_40,correlated,scen_1id_10_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1828.00,,0.27
scenario 1,p_40,correlated,scen_1id_10_objs_700_size_1085_sets_91_k_20_overlap_40_correlated.txt,700,2461.00,,0.75
scenario 1,p_40,correlated,scen_1id_10_objs_800_size_1240_sets_94_k_18_overlap_40_correlated.txt,800,2886.00,,1.25
scenario 1,p_40,correlated,scen_1id_1_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,3575.00,,2.63
scenario 1,p_40,correlated,scen_1id_1_objs_300_size_465_sets_74_k_20_overlap_40_correlated.txt,300,1097.00,,0.09
scenario 1,p_40,correlated,scen_1id_1_objs_500_size_775_sets_78_k_20_overlap_40_correlated.txt,500,1821.00,,0.35
scenario 1,p_40,correlated,scen_1id_1_objs_700_size_1085_sets_82_k_20_overlap_40_correlated.txt,700,2477.00,,0.87
scenario 1,p_40,correlated,scen_1id_1_objs_800_size_1240_sets_93_k_18_overlap_40_correlated.txt,800,2867.00,,1.32
scenario 1,p_40,correlated,scen_1id_2_objs_1000_size_1550_sets_96_k_18_overlap_40_correlated.txt,1000,3517.00,,2.30
scenario 1,p_40,correlated,scen_1id_2_objs_300_size_465_sets_79_k_20_overlap_40_correlated.txt,300,1098.00,,0.09
scenario 1,p_40,correlated,scen_1id_2_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1805.00,,0.31
scenario 1,p_40,correlated,scen_1id_2_objs_700_size_1085_sets_102_k_20_overlap_40_correlated.txt,700,2498.00,,0.73
scenario 1,p_40,correlated,scen_1id_2_objs_800_size_1240_sets_100_k_18_overlap_40_correlated.txt,800,2885.00,,1.20
scenario 1,p_40,correlated,scen_1id_3_objs_1000_size_1550_sets_89_k_18_overlap_40_correlated.txt,1000,3621.00,,2.27
scenario 1,p_40,correlated,scen_1id_3_objs_300_size_465_sets_76_k_20_overlap_40_correlated.txt,300,1128.00,,0.10
scenario 1,p_40,correlated,scen_1id_3_objs_500_size_775_sets_84_k_20_overlap_40_correlated.txt,500,1823.00,,0.28
scenario 1,p_40,correlated,scen_1id_3_objs_700_size_1085_sets_86_k_20_overlap_40_correlated.txt,700,2545.00,,0.79
scenario 1,p_40,correlated,scen_1id_3_objs_800_size_1240_sets_92_k_18_overlap_40_correlated.txt,800,2857.00,,1.28
scenario 1,p_40,correlated,scen_1id_4_objs_1000_size_1550_sets_90_k_18_overlap_40_correlated.txt,1000,3685.00,,2.46
scenario 1,p_40,correlated,scen_1id_4_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1066.00,,0.10
scenario 1,p_40,correlated,scen_1id_4_objs_500_size_775_sets_81_k_20_overlap_40_correlated.txt,500,1854.00,,0.27
scenario 1,p_40,correlated,scen_1id_4_objs_700_size_1085_sets_82_k_20_overlap_40_correlated.txt,700,2611.00,,0.83
scenario 1,p_40,correlated,scen_1id_4_objs_800_size_1240_sets_99_k_18_overlap_40_correlated.txt,800,2899.00,,1.24
scenario 1,p_40,correlated,scen_1id_5_objs_1000_size_1550_sets_84_k_18_overlap_40_correlated.txt,1000,3623.00,,2.87
scenario 1,p_40,correlated,scen_1id_5_objs_300_size_465_sets_75_k_20_overlap_40_correlated.txt,300,1146.00,,0.09
scenario 1,p_40,correlated,scen_1id_5_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1864.00,,0.36
scenario 1,p_40,correlated,scen_1id_5_objs_700_size_1085_sets_80_k_20_overlap_40_correlated.txt,700,2567.00,,0.96
scenario 1,p_40,correlated,scen_1id_5_objs_800_size_1240_sets_91_k_18_overlap_40_correlated.txt,800,2732.00,,1.23
scenario 1,p_40,correlated,scen_1id_6_objs_1000_size_1550_sets_91_k_18_overlap_40_correlated.txt,1000,3590.00,,2.17
scenario 1,p_40,correlated,scen_1id_6_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1075.00,,0.09
scenario 1,p_40,correlated,scen_1id_6_objs_500_size_775_sets_87_k_20_overlap_40_correlated.txt,500,1815.00,,0.26
scenario 1,p_40,correlated,scen_1id_6_objs_700_size_1085_sets_92_k_20_overlap_40_correlated.txt,700,2625.00,,0.63
scenario 1,p_40,correlated,scen_1id_6_objs_800_size_1240_sets_87_k_18_overlap_40_correlated.txt,800,2836.00,,1.06
scenario 1,p_40,correlated,scen_1id_7_objs_1000_size_1550_sets_96_k_18_overlap_40_correlated.txt,1000,3610.00,,2.09
scenario 1,p_40,correlated,scen_1id_7_objs_300_size_465_sets_78_k_20_overlap_40_correlated.txt,300,1113.00,,0.12
scenario 1,p_40,correlated,scen_1id_7_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1848.00,,0.23
scenario 1,p_40,correlated,scen_1id_7_objs_700_size_1085_sets_88_k_20_overlap_40_correlated.txt,700,2494.00,,0.73
scenario 1,p_40,correlated,scen_1id_7_objs_800_size_1240_sets_86_k_18_overlap_40_correlated.txt,800,2902.00,,1.06
scenario 1,p_40,correlated,scen_1id_8_objs_1000_size_1550_sets_93_k_18_overlap_40_correlated.txt,1000,3608.00,,2.19
scenario 1,p_40,correlated,scen_1id_8_objs_300_size_465_sets_76_k_20_overlap_40_correlated.txt,300,1204.00,,0.09
scenario 1,p_40,correlated,scen_1id_8_objs_500_size_775_sets_83_k_20_overlap_40_correlated.txt,500,1997.00,,0.24
scenario 1,p_40,correlated,scen_1id_8_objs_700_size_1085_sets_88_k_20_overlap_40_correlated.txt,700,2557.00,,0.68
scenario 1,p_40,correlated,scen_1id_8_objs_800_size_1240_sets_81_k_18_overlap_40_correlated.txt,800,2893.00,,1.16
scenario 1,p_40,correlated,scen_1id_9_objs_1000_size_1550_sets_85_k_18_overlap_40_correlated.txt,1000,3496.00,,2.30
scenario 1,p_40,correlated,scen_1id_9_objs_300_size_465_sets_74_k_20_overlap_40_correlated.txt,300,1082.00,,0.09
scenario 1,p_40,correlated,scen_1id_9_objs_500_size_775_sets_82_k_20_overlap_40_correlated.txt,500,1772.00,,0.29
scenario 1,p_40,correlated,scen_1id_9_objs_700_size_1085_sets_90_k_20_overlap_40_correlated.txt,700,2695.00,,0.75
scenario 1,p_40,correlated,scen_1id_9_objs_800_size_1240_sets_96_k_18_overlap_40_correlated.txt,800,2895.00,,1.11
scenario 1,p_40,fully-correlated,scen_1id_10_objs_1000_size_1550_sets_96_k_18_overlap_40_fully-correlated.txt,1000,3489.00,,2.19
scenario 1,p_40,fully-correlated,scen_1id_10_objs_300_size_465_sets_73_k_20_overlap_40_fully-correlated.txt,300,1080.00,,0.09
scenario 1,p_40,fully-correlated,scen_1id_10_objs_500_size_775_sets_79_k_20_overlap_40_fully-correlated.txt,500,1796.00,,0.27
